Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
"IBM BOB 2 - Workforce",2026-03,EMP5226,Finance,Finance,"Procurement Specialist",AUS01,VIC,"Victoria Operations",10109.15,310.12,1553.92,2609.60,14582.79,131.1,81.2,close_tasks,78,237552.45,186.96,Medium,"Contractor dependency","Review allocation / approve exception",TXN006038,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2386,"Customer Care","Customer Care","Inventory Coordinator",PNG01,TAS,"Tasmania Operations",15808.55,1519.70,2345.93,13629.82,33304.00,174.5,85.2,cases_resolved,101,11210.37,329.74,Low,None,"No action",TXN006039,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4076,Sales,Sales,Controller,AUS01,NSW,"New South Wales Operations",15288.89,245.10,2544.80,0.00,18078.80,149.0,71.0,deals_supported,115,502713.48,157.21,Low,None,"No action",TXN006040,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9844,IT,IT,"Operations Planner",AUS01,R&D,"Research & Development",7887.68,1479.37,1035.84,0.00,10402.88,156.3,82.3,tickets_resolved,100,181734.65,104.03,Medium,None,"No action",TXN006041,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4131,Sales,Sales,"Revenue Analyst",AUS01,TAS,"Tasmania Operations",9256.19,812.26,1228.79,0.00,11297.25,173.3,86.3,deals_supported,72,271363.55,156.91,Low,None,"No action",TXN006042,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1123,FP&A,FP&A,"Operations Planner",AUS01,OPS,"Operations & Logistics",6410.73,1374.54,781.12,7138.46,15704.84,123.6,75.3,forecast_models,88,619.69,178.46,Low,"Contractor dependency","Review allocation / approve exception",TXN006043,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7208,Commercial,Commercial,"FP&A Manager",AUS01,R&D,"Research & Development",18137.02,809.92,3145.11,6196.24,28288.29,147.4,95.4,revenue_cases,147,225957.34,192.44,Medium,None,"No action",TXN006044,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1214,IT,IT,"Finance Analyst",AUS01,FIN,"Finance & Accounting",18302.20,1466.64,2362.66,0.00,22131.50,129.2,84.8,tickets_resolved,136,38062.61,162.73,Medium,None,"No action",TXN006045,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7282,FP&A,FP&A,"Revenue Analyst",AUS01,WA,"Western Australia Operations",12695.97,491.16,1945.79,2587.98,17720.90,148.8,88.1,forecast_models,68,169622.49,260.60,High,"Contractor dependency","Review allocation / approve exception",TXN006046,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7933,"Customer Care","Customer Care","Revenue Analyst",PNG01,CORP,"Corporate Head Office",12685.71,1652.89,1293.14,0.00,15631.74,145.6,63.2,cases_resolved,50,3548.35,312.63,Low,"Low utilisation high cost","Review allocation / approve exception",TXN006047,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8174,Finance,Finance,Controller,NZL01,R&D,"Research & Development",6357.62,756.24,1083.57,0.00,8197.44,174.1,94.0,close_tasks,161,45965.96,50.92,Medium,None,"No action",TXN006048,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1704,Operations,Operations,"Inventory Coordinator",AUS01,R&D,"Research & Development",14670.43,743.20,1492.28,0.00,16905.91,145.1,68.5,flights_supported,131,722832.01,129.05,Medium,None,"No action",TXN006049,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3580,Sales,Sales,"Operations Planner",AUS01,SA,"South Australia Operations",6727.26,1721.30,1117.17,0.00,9565.74,122.4,95.2,deals_supported,154,85086.78,62.12,Low,"High overtime","Review allocation / approve exception",TXN006050,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4281,Commercial,Commercial,"Customer Service Lead",NZL01,R&D,"Research & Development",6677.40,459.18,807.05,0.00,7943.63,120.7,72.6,revenue_cases,100,718615.90,79.44,High,None,"No action",TXN006051,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2886,FP&A,FP&A,"Customer Service Lead",AUS01,TAS,"Tasmania Operations",8835.10,906.73,1400.97,11392.67,22535.47,173.6,79.0,forecast_models,212,223411.18,106.30,Medium,"Contractor dependency","Review allocation / approve exception",TXN006052,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2887,IT,IT,"Customer Service Lead",AUS01,WA,"Western Australia Operations",8062.73,983.81,1388.21,0.00,10434.75,182.1,83.2,tickets_resolved,205,138431.95,50.90,High,None,"No action",TXN006053,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6944,IT,IT,"Revenue Analyst",AUS01,MKT,"Marketing & Sales",16361.91,502.11,2896.94,0.00,19760.96,153.6,81.0,tickets_resolved,222,126859.63,89.01,High,None,"No action",TXN006054,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4823,"Customer Care","Customer Care","Operations Planner",AUS01,QLD,"Queensland Operations",17622.41,1053.85,3094.23,0.00,21770.49,141.4,88.7,cases_resolved,180,130570.82,120.95,Medium,None,"No action",TXN006055,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9942,FP&A,FP&A,Controller,AUS01,NT,"Northern Territory Operations",14714.35,1038.08,1812.79,0.00,17565.23,136.1,82.8,forecast_models,87,212441.55,201.90,High,None,"No action",TXN006056,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4858,Procurement,Procurement,"Sales Manager",AUS01,VIC,"Victoria Operations",9307.32,398.04,804.15,14841.52,25351.02,177.9,68.4,pos_processed,102,109283.05,248.54,Low,None,"No action",TXN006057,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1451,FP&A,FP&A,"Data Engineer",AUS01,HR,"Human Resources",9275.11,667.55,1598.62,0.00,11541.27,144.1,60.3,forecast_models,70,29822.56,164.88,Low,None,"No action",TXN006058,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6769,Procurement,Procurement,"Inventory Coordinator",FJI01,CORP,"Corporate Head Office",14163.64,923.74,1262.18,0.00,16349.56,144.3,97.4,pos_processed,220,16098.96,74.32,Medium,None,"No action",TXN006059,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2646,Procurement,Procurement,"Data Engineer",AUS01,OPS,"Operations & Logistics",13934.55,1780.06,1435.13,0.00,17149.74,145.6,67.3,pos_processed,147,185843.88,116.66,Medium,None,"No action",TXN006060,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1879,FP&A,FP&A,"Data Engineer",AUS01,TAS,"Tasmania Operations",7966.61,994.95,851.51,0.00,9813.08,161.0,73.4,forecast_models,106,212492.11,92.58,High,None,"No action",TXN006061,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7510,Procurement,Procurement,"Inventory Coordinator",PNG01,VIC,"Victoria Operations",8108.06,1007.10,1282.17,2929.87,13327.21,140.2,88.0,pos_processed,97,44964.99,137.39,Low,None,"No action",TXN006062,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1940,"Customer Care","Customer Care","Procurement Specialist",NZL01,FIN,"Finance & Accounting",16108.49,929.78,2442.97,0.00,19481.24,167.0,67.6,cases_resolved,201,42226.59,96.92,Low,None,"No action",TXN006063,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8300,"Customer Care","Customer Care","Operations Planner",AUS01,R&D,"Research & Development",10593.76,809.94,1864.73,0.00,13268.44,120.4,73.9,cases_resolved,39,208125.12,340.22,High,None,"No action",TXN006064,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5754,IT,IT,"Customer Service Lead",AUS01,NT,"Northern Territory Operations",17665.95,735.44,2695.90,0.00,21097.29,184.3,75.0,tickets_resolved,139,163806.68,151.78,Low,None,"No action",TXN006065,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5300,"Customer Care","Customer Care","Revenue Analyst",AUS01,WA,"Western Australia Operations",10354.28,1829.42,1403.39,0.00,13587.09,181.8,63.4,cases_resolved,54,213267.41,251.61,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN006066,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9106,Finance,Finance,"Finance Analyst",AUS01,MKT,"Marketing & Sales",17926.93,1088.18,1944.31,7530.70,28490.13,144.7,82.3,close_tasks,145,103869.41,196.48,High,"Contractor dependency","Review allocation / approve exception",TXN006067,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4170,Sales,Sales,"Customer Service Lead",AUS01,TAS,"Tasmania Operations",16911.72,568.66,1456.38,0.00,18936.76,162.1,93.4,deals_supported,153,283888.04,123.77,Low,None,"No action",TXN006068,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7695,Procurement,Procurement,Controller,AUS01,SA,"South Australia Operations",18383.55,439.53,2098.85,0.00,20921.94,179.7,75.8,pos_processed,212,103873.96,98.69,Medium,None,"No action",TXN006069,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2156,Sales,Sales,"FP&A Manager",AUS01,HR,"Human Resources",12736.27,1254.89,1582.74,0.00,15573.89,133.0,77.8,deals_supported,167,826157.90,93.26,Medium,None,"No action",TXN006070,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3223,"Customer Care","Customer Care","Operations Planner",FJI01,VIC,"Victoria Operations",9573.34,1992.73,937.01,0.00,12503.08,151.0,95.4,cases_resolved,57,105389.19,219.35,Medium,None,"No action",TXN006071,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7285,Sales,Sales,"FP&A Manager",AUS01,IT,"Information Technology",8470.51,2195.12,1318.48,0.00,11984.11,134.3,58.7,deals_supported,58,668727.26,206.62,Low,"High overtime","Review allocation / approve exception",TXN006072,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1092,Commercial,Commercial,"Sales Manager",AUS01,HR,"Human Resources",16453.04,1283.28,2180.27,0.00,19916.58,167.7,58.4,revenue_cases,165,644825.08,120.71,Low,"Low utilisation high cost","Review allocation / approve exception",TXN006073,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1766,IT,IT,"Inventory Coordinator",AUS01,VIC,"Victoria Operations",13198.44,757.38,1771.80,12530.77,28258.39,152.9,67.8,tickets_resolved,67,122361.12,421.77,Low,None,"No action",TXN006074,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1533,Commercial,Commercial,"Data Engineer",AUS01,OPS,"Operations & Logistics",10484.07,1886.40,1147.63,13457.92,26976.02,162.2,56.4,revenue_cases,105,633762.10,256.91,High,"Low utilisation high cost","Review allocation / approve exception",TXN006075,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5216,Finance,Finance,"FP&A Manager",AUS01,ACT,"Australian Capital Territory",13262.36,2009.22,1451.69,0.00,16723.27,146.2,59.0,close_tasks,70,24832.05,238.90,Medium,"Low utilisation high cost","Review allocation / approve exception",TXN006076,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3249,FP&A,FP&A,"Customer Service Lead",AUS01,SA,"South Australia Operations",12322.21,77.65,2216.55,0.00,14616.42,174.7,88.7,forecast_models,214,23018.07,68.30,Medium,None,"No action",TXN006077,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2506,Procurement,Procurement,"Operations Planner",AUS01,NT,"Northern Territory Operations",15602.97,1897.96,1549.28,3810.33,22860.54,146.7,85.5,pos_processed,213,143689.68,107.33,High,None,"No action",TXN006078,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4563,"Customer Care","Customer Care","FP&A Manager",NZL01,NSW,"New South Wales Operations",16412.19,1099.87,2384.83,0.00,19896.89,153.9,89.8,cases_resolved,196,48532.83,101.51,Medium,None,"No action",TXN006079,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5806,Finance,Finance,"Customer Service Lead",NZL01,SA,"South Australia Operations",16271.51,774.99,1714.73,0.00,18761.23,166.3,86.8,close_tasks,207,158976.28,90.63,Medium,None,"No action",TXN006080,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9147,Finance,Finance,"Revenue Analyst",PNG01,IT,"Information Technology",7718.07,1855.11,1176.13,0.00,10749.31,124.3,78.2,close_tasks,78,53350.19,137.81,Low,"High overtime","Review allocation / approve exception",TXN006081,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6347,Sales,Sales,Controller,AUS01,SA,"South Australia Operations",18296.49,1446.62,1826.53,0.00,21569.64,126.7,71.9,deals_supported,161,397570.94,133.97,Medium,None,"No action",TXN006082,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1851,Commercial,Commercial,"FP&A Manager",AUS01,CORP,"Corporate Head Office",13104.55,1024.78,1334.04,3409.87,18873.23,130.9,72.6,revenue_cases,132,195142.29,142.98,Low,None,"No action",TXN006083,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6809,Procurement,Procurement,Controller,AUS01,HR,"Human Resources",6110.13,2172.46,588.50,0.00,8871.09,160.4,71.3,pos_processed,143,189342.45,62.04,High,"High overtime","Review allocation / approve exception",TXN006084,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4410,Sales,Sales,"Operations Planner",AUS01,OPS,"Operations & Logistics",18443.58,1602.76,1765.46,0.00,21811.80,150.5,79.0,deals_supported,106,607764.28,205.77,High,None,"No action",TXN006085,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5932,IT,IT,"Finance Analyst",AUS01,FIN,"Finance & Accounting",7805.00,1176.15,815.64,0.00,9796.79,142.2,73.6,tickets_resolved,104,136036.35,94.20,Medium,None,"No action",TXN006086,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5603,Finance,Finance,"FP&A Manager",AUS01,R&D,"Research & Development",10190.09,1971.32,1793.98,0.00,13955.39,145.5,87.0,close_tasks,88,82393.40,158.58,High,None,"No action",TXN006087,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6410,Finance,Finance,"Finance Analyst",AUS01,SA,"South Australia Operations",15198.34,1581.10,2261.69,0.00,19041.13,135.5,88.4,close_tasks,170,178220.65,112.01,Low,None,"No action",TXN006088,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3335,Operations,Operations,"Sales Manager",PNG01,HR,"Human Resources",7709.13,2072.43,680.39,0.00,10461.95,164.3,56.0,flights_supported,124,391521.73,84.37,Low,"High overtime","Review allocation / approve exception",TXN006089,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2311,IT,IT,"FP&A Manager",NZL01,FIN,"Finance & Accounting",14027.77,1709.57,1742.04,0.00,17479.37,146.4,79.1,tickets_resolved,80,17027.78,218.49,Medium,None,"No action",TXN006090,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2846,Commercial,Commercial,"Finance Analyst",AUS01,SA,"South Australia Operations",13638.08,1518.79,1430.51,0.00,16587.37,123.3,74.4,revenue_cases,57,411846.26,291.01,High,None,"No action",TXN006091,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9043,FP&A,FP&A,"Procurement Specialist",AUS01,IT,"Information Technology",9798.84,1893.79,1654.53,0.00,13347.17,149.4,80.4,forecast_models,216,34113.08,61.79,Medium,None,"No action",TXN006092,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1913,IT,IT,Controller,AUS01,SA,"South Australia Operations",17712.80,1147.34,3080.71,5308.71,27249.56,124.6,85.3,tickets_resolved,138,115179.28,197.46,High,None,"No action",TXN006093,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4440,Operations,Operations,"Customer Service Lead",AUS01,HR,"Human Resources",8293.36,1302.46,1321.58,0.00,10917.40,153.6,55.4,flights_supported,80,495184.56,136.47,Low,None,"No action",TXN006094,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1529,"Customer Care","Customer Care","Operations Planner",AUS01,FIN,"Finance & Accounting",18307.24,2108.62,3294.78,0.00,23710.64,184.6,91.3,cases_resolved,283,52420.32,83.78,Medium,None,"No action",TXN006095,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5255,Operations,Operations,Controller,AUS01,MKT,"Marketing & Sales",17302.03,1439.85,2042.87,0.00,20784.74,178.6,97.5,flights_supported,209,815180.42,99.45,Medium,None,"No action",TXN006096,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3185,Operations,Operations,"Customer Service Lead",PNG01,HR,"Human Resources",18247.08,1257.69,3032.50,8806.16,31343.43,153.6,85.1,flights_supported,71,760498.97,441.46,High,None,"No action",TXN006097,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8078,Commercial,Commercial,"FP&A Manager",AUS01,QLD,"Queensland Operations",14850.61,965.12,1969.95,0.00,17785.68,152.0,75.3,revenue_cases,105,111984.59,169.39,High,None,"No action",TXN006098,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2788,Operations,Operations,"Customer Service Lead",AUS01,NT,"Northern Territory Operations",5625.31,1835.08,601.14,0.00,8061.53,133.7,95.7,flights_supported,147,116809.77,54.84,Low,"High overtime","Review allocation / approve exception",TXN006099,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1829,IT,IT,"Data Engineer",AUS01,OPS,"Operations & Logistics",15192.72,1184.35,2148.93,0.00,18526.00,127.3,58.3,tickets_resolved,101,30103.91,183.43,High,"Low utilisation high cost","Review allocation / approve exception",TXN006100,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6103,Commercial,Commercial,"Sales Manager",AUS01,CORP,"Corporate Head Office",12705.80,2142.04,1965.02,8086.63,24899.48,134.4,80.9,revenue_cases,140,551143.46,177.85,Medium,None,"No action",TXN006101,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6501,Sales,Sales,"Inventory Coordinator",NZL01,R&D,"Research & Development",17840.25,1318.36,1456.09,0.00,20614.70,147.8,83.5,deals_supported,219,263963.07,94.13,Medium,None,"No action",TXN006102,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6098,Commercial,Commercial,"Inventory Coordinator",AUS01,VIC,"Victoria Operations",6864.93,1846.26,1000.49,3173.26,12884.93,158.8,97.6,revenue_cases,210,68575.30,61.36,Low,"High overtime","Review allocation / approve exception",TXN006103,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1296,IT,IT,"Customer Service Lead",AUS01,NT,"Northern Territory Operations",8401.72,102.97,1269.01,0.00,9773.71,140.5,94.0,tickets_resolved,212,178720.04,46.10,Medium,None,"No action",TXN006104,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6306,Sales,Sales,"Customer Service Lead",NZL01,OPS,"Operations & Logistics",17228.61,1174.75,2486.77,0.00,20890.13,173.7,93.2,deals_supported,143,516482.77,146.08,Medium,None,"No action",TXN006105,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
